name,wgs_lat,wgs_lng,type_code,base_type,sub_type,category
北京理工大学生物实验教学中心,39.9569910626846,116.315361655701,"141201",科教文化服务,学校,高等院校
北京理工大学自动化学院,39.9631944955405,116.304256343118,"141201",科教文化服务,学校,高等院校
北京理工大学网络信息中心,39.9595392055612,116.311538940956,"141201",科教文化服务,学校,高等院校
北京理工大学计算机实验教学中心,39.9595392055612,116.311538940956,"141201",科教文化服务,学校,高等院校
北京理工大学老年大学,39.9593473884865,116.309307910111,"141205",科教文化服务,学校,成人教育
北京理工大学离退休教职工党委,39.9593473884865,116.309307910111,"141201",科教文化服务,学校,高等院校
北京理工大学信息教学楼,39.9565161881451,116.310546529592,"141201",科教文化服务,学校,高等院校
北外留学生办公室,39.9552100032175,116.300771600803,"141201",科教文化服务,学校,高等院校
北京外国语大学（西门）,39.9541408659994,116.303693669861,"141201",科教文化服务,学校,高等院校
韩国建国大学北京办事处,39.9612926915782,116.304743548768,"141201",科教文化服务,学校,高等院校
中国科学技术科学普及出版社,39.9553108513843,116.318120578078,"141105",科教文化服务,传媒机构,出版社
中国科协报社,39.9553108513843,116.318120578078,"141103",科教文化服务,传媒机构,报社
中国未来研究会,39.9553108513843,116.318120578078,"141300",科教文化服务,科研机构,科研机构
北京演讲家文化传播中心,39.9548157506034,116.315570456072,"140000",科教文化服务,科教文化场所,科教文化场所
北京理工大学智能机器人研究所（理工科技大厦西）,39.9569910626846,116.315361655701,"141300",科教文化服务,科研机构,科研机构
中国农业电影电视中心,39.9622978726298,116.317965051702,"141100",科教文化服务,传媒机构,传媒机构
中国农影音像出版社,39.9622978726298,116.317965051702,"141105",科教文化服务,传媒机构,出版社
新饲料杂志社,39.9612279534867,116.319507651386,"141104",科教文化服务,传媒机构,杂志社
农业环境与可持续发展研究所,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
农业部生物防治重点开放实验室,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
农业部农业环境与气候变化重点开放实验室,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
农业部外来入侵生物预防与控制研究中心,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
中日农业技术研究发展中心,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
英国伦敦南岸大学北京代表处,39.9561446181824,116.316136002611,"141200",科教文化服务,学校,学校
北京理工大学百事特培训学校（光大国信大厦北）,39.9561446181824,116.316136002611,"141400",科教文化服务,培训机构,培训机构
北京理工大学先进加工与微小型制造实验室,39.9596484531101,116.314050289386,"141300",科教文化服务,科研机构,科研机构
北京理工大学ＭＳＣ软件培训中心,39.9597260289956,116.314797589562,"141400",科教文化服务,培训机构,培训机构
北京理工大学飞行器虚拟设计实验室,39.9597260289956,116.314797589562,"141300",科教文化服务,科研机构,科研机构
北京理工大学飞行器总体综合实验室,39.9596204766045,116.313511508079,"141300",科教文化服务,科研机构,科研机构
北京理工大学微小型系统研究中心,39.9591277044414,116.312344192661,"141300",科教文化服务,科研机构,科研机构
北京理工大学智能机器人研究所（学科特区）,39.9595409818617,116.312188489227,"141300",科教文化服务,科研机构,科研机构
北京理工大学伺服技术研究所,39.9595163497055,116.311993927626,"141300",科教文化服务,科研机构,科研机构
中关村创新研修学院,39.9595940044511,116.315862190174,"141400",科教文化服务,培训机构,培训机构
海淀区考试培训中心,39.9595940044511,116.315862190174,"141400",科教文化服务,培训机构,培训机构
海淀区企业培训中心,39.9595940044511,116.315862190174,"141400",科教文化服务,培训机构,培训机构
北京理工大学机械工程研究所,39.9587152797053,116.312047907884,"141300",科教文化服务,科研机构,科研机构
北京理工大学社区青少年教育工作站,39.96190963117,116.308584176768,"140000",科教文化服务,科教文化场所,科教文化场所
中国科普研究所,39.9553108513843,116.318120578078,"141300",科教文化服务,科研机构,科研机构
中国国际科技会议中心,39.9553108513843,116.318120578078,"140300",科教文化服务,会展中心,会展中心
中国科技报研究会,39.9553108513843,116.318120578078,"141300",科教文化服务,科研机构,科研机构
中国科协青少年科技中心,39.9553108513843,116.318120578078,"140000",科教文化服务,科教文化场所,科教文化场所
中国科技导报社,39.9553108513843,116.318120578078,"141103",科教文化服务,传媒机构,报社
中国农业科学院（西门）,39.9588536832766,116.317091482951,"141300",科教文化服务,科研机构,科研机构
中监所社区文体活动服务站,39.9621424139179,116.319249129136,"140000",科教文化服务,科教文化场所,科教文化场所
中监所社区青少年教育工作站,39.9621424139179,116.319249129136,"140000",科教文化服务,科教文化场所,科教文化场所
戴尔培训学校,39.9648175701339,116.317026877445,"141400",科教文化服务,培训机构,培训机构
江博激情英语中心,39.9648175701339,116.317026877445,"141400",科教文化服务,培训机构,培训机构
今日电子杂志社,39.9648175701339,116.317026877445,"141104",科教文化服务,传媒机构,杂志社
北京博雅视业文化传媒有限公司,39.9624643039698,116.317214745701,"141100",科教文化服务,传媒机构,传媒机构
凤凰卫视欧洲台美洲台中国事务中心,39.9624643039698,116.317214745701,"141101",科教文化服务,传媒机构,电视台
金世纪培训学校四通桥部,39.962468309544,116.317211752031,"141400",科教文化服务,培训机构,培训机构
四联教育（法律硕士）,39.962468309544,116.317211752031,"141400",科教文化服务,培训机构,培训机构
中国核电技术研究院,39.9633977434111,116.317488003624,"141300",科教文化服务,科研机构,科研机构
（日本）九州大学北京事务所,39.9633812847896,116.318770071255,"141200",科教文化服务,学校,学校
北京迅捷文化艺术中心,39.9633812847896,116.318770071255,"140000",科教文化服务,科教文化场所,科教文化场所
北京生态文明工程研究院,39.9633812847896,116.318770071255,"141300",科教文化服务,科研机构,科研机构
海淀教委体卫中心（旁门）,39.9655268539352,116.305113228688,"140000",科教文化服务,科教文化场所,科教文化场所
北京海培立人儿童教育咨询中心（旁门）,39.9655268539352,116.305113228688,"140000",科教文化服务,科教文化场所,科教文化场所
京翰教育,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
金桥教育中心,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
北京齐进法语培训中心,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
中国管理科学学会人力资源管理专业委员会,39.9653656667738,116.301871063092,"141300",科教文化服务,科研机构,科研机构
北京合诚汇智学校,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
朗文Ｂａｃｋｐａｃｋ少儿英语,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
中国人民大学教育培训中心（中国人民大学育贤楼北）,39.9670534822648,116.302501542322,"141400",科教文化服务,培训机构,培训机构
北京科学会堂,39.9637838540812,116.311636188875,"140300",科教文化服务,会展中心,会展中心
海淀区教委体育卫生研究中心,39.9668828896181,116.299997709401,"141300",科教文化服务,科研机构,科研机构
海淀街道新区社区消防培训学校,39.9661426612413,116.297230320944,"141400",科教文化服务,培训机构,培训机构
北京日本学研究中心,39.9530917228557,116.305457058928,"141300",科教文化服务,科研机构,科研机构
北京外国语大学国际交流中心,39.954486577941,116.299884496338,"140000",科教文化服务,科教文化场所,科教文化场所
教育部考试中心剑桥商务英语（ＢＥＣ）北外考点,39.9548688572012,116.299135956936,"140000",科教文化服务,科教文化场所,科教文化场所
中国技术经济研究会,39.9553108513843,116.318120578078,"141300",科教文化服务,科研机构,科研机构
北京科技会展中心,39.9651658711481,116.318427630489,"140300",科教文化服务,会展中心,会展中心
中国财富杂志社,39.9673606974306,116.317429636526,"141104",科教文化服务,传媒机构,杂志社
中国电影科学技术研究所,39.9664128644554,116.319966941514,"141300",科教文化服务,科研机构,科研机构
海淀厂洼幼儿园,39.9572433314309,116.298221483671,"141204",科教文化服务,学校,幼儿园
北京理工大学（北门）,39.9616270604802,116.305084780123,"141201",科教文化服务,学校,高等院校
北京理工大学（北一门）,39.9610808538931,116.30410393144,"141201",科教文化服务,学校,高等院校
北京理工大学机械与车辆学院,39.9590119583451,116.315374371857,"141201",科教文化服务,学校,高等院校
北京理工大学－ＥＤＳ数字化协同与创新技术中心,39.9590119583451,116.315374371857,"141201",科教文化服务,学校,高等院校
北京理工大学党委宣传部,39.9591874556083,116.313003705288,"141201",科教文化服务,学校,高等院校
北京理工大学劳动人事争议调解委员会,39.9593473884865,116.309307910111,"141201",科教文化服务,学校,高等院校
北京理工大学老干部处,39.9593473884865,116.309307910111,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系丝网印工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系模型工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学（北三门）,39.9598078059615,116.314387507296,"141201",科教文化服务,学校,高等院校
北京理工大学校史馆,39.959348231912,116.313646238814,"141201",科教文化服务,学校,高等院校
北京理工大学广播楼,39.9591874556083,116.313003705288,"141201",科教文化服务,学校,高等院校
北京科技数字电影学院,39.9640560967197,116.302785327624,"141201",科教文化服务,学校,高等院校
北京科技经营管理学院,39.9640560967197,116.302785327624,"141201",科教文化服务,学校,高等院校
北京理工大学现代化远程教育学院,39.9572688126693,116.310731025294,"141205",科教文化服务,学校,成人教育
北京外国语大学（东门）,39.9541684762727,116.310975871861,"141201",科教文化服务,学校,高等院校
北京外国语大学,39.9541546875786,116.30654957785,"141201",科教文化服务,学校,高等院校
北京理工大学成人教育现代远程教育暨中外合作办学项目招生办公室,39.9561446181824,116.316136002611,"141205",科教文化服务,学校,成人教育
北京理工大学,39.9583700874483,116.310026447877,"141201",科教文化服务,学校,高等院校
北京理工大学中心教学楼（南门）,39.957689438735,116.31092154898,"141201",科教文化服务,学校,高等院校
北京理工大学材料科学与工程学院,39.9587172721025,116.312051898706,"141201",科教文化服务,学校,高等院校
北京理工大学生命科学与技术学院,39.9586934572094,116.310890491495,"141201",科教文化服务,学校,高等院校
北京理工大学中心教学楼（北门）,39.9583586126174,116.31081470211,"141201",科教文化服务,学校,高等院校
北京外国语大学德语系,39.9545069220231,116.301970222961,"141201",科教文化服务,学校,高等院校
北京理工大学逸夫楼,39.957276808614,116.310733019857,"141201",科教文化服务,学校,高等院校
北京理工大学机电学院,39.9587132722601,116.312051899209,"141201",科教文化服务,学校,高等院校
理工大学信息科学实验楼,39.9564951064211,116.313244503303,"141201",科教文化服务,学校,高等院校
北京外国语大学逸夫教学楼,39.9543401230942,116.310092808787,"141201",科教文化服务,学校,高等院校
国家开放大学（北门）,39.9554186697567,116.31560031219,"141201",科教文化服务,学校,高等院校
大连枫叶国际学校北京办事处,39.9624643039698,116.317214745701,"141200",科教文化服务,学校,学校
中国人民大学网络与教育技术中心,39.9673019126719,116.307232445048,"141201",科教文化服务,学校,高等院校
北京理工大学（东一门）,39.9600655900611,116.311323355251,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系漆艺工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
英国威尔士大学招生办公室,39.9612926915782,116.304743548768,"141201",科教文化服务,学校,高等院校
中国人民大学马克思主义学院,39.9679452644185,116.307570629283,"141201",科教文化服务,学校,高等院校
中国人民大学哲学院,39.9679452644185,116.307570629283,"141201",科教文化服务,学校,高等院校
北京科技经营管理学院（南门）,39.9634807636593,116.302423154772,"141201",科教文化服务,学校,高等院校
中国人民大学（西一门）,39.9670284615455,116.301382861424,"141201",科教文化服务,学校,高等院校
中国人民大学公共教学二楼,39.9674439198898,116.30884889908,"141201",科教文化服务,学校,高等院校
中国农业科学院农业立体污染防治与产地环境质量研究中心,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
国家饲料工程技术研究中心,39.9612279534867,116.319507651386,"141300",科教文化服务,科研机构,科研机构
北京理工大学振动与噪声控制实验室,39.9560156066144,116.312461322526,"141300",科教文化服务,科研机构,科研机构
北京理工大学学位与研究生教育杂志社,39.9572888174921,116.310728029426,"141104",科教文化服务,传媒机构,杂志社
北京理工大学图书馆,39.9569257980777,116.314451725609,"140500",科教文化服务,图书馆,图书馆
北京理工大学基础化学教学实验中心,39.9569525928898,116.315084289758,"141300",科教文化服务,科研机构,科研机构
新英达学校,39.9549347493236,116.302621815606,"141400",科教文化服务,培训机构,培训机构
京视传媒,39.9572760762698,116.300109689483,"141100",科教文化服务,传媒机构,传媒机构
北京理工大学（东二门）,39.9584480259557,116.316398115156,"141201",科教文化服务,学校,高等院校
北京理工大学档案馆,39.9575027062821,116.313961759885,"140900",科教文化服务,档案馆,档案馆
中国农业科学院设施农业环境工程研究中心,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
北京理工大学车辆工程实验中心,39.9565272350345,116.315280897485,"141300",科教文化服务,科研机构,科研机构
北京医教科技文化交流中心,39.9644633087806,116.302093715425,"140000",科教文化服务,科教文化场所,科教文化场所
北京理工大学涡轮增压实验室,39.9560003715785,116.312056231485,"141300",科教文化服务,科研机构,科研机构
北京理工大学ＣＳＴ中国培训中心（华北区）,39.9574480153785,116.312214694413,"141300",科教文化服务,科研机构,科研机构
北京巨人学校（数码大厦Ａ座北）,39.9648175701339,116.317026877445,"141200",科教文化服务,学校,学校
北京《汽车维修与保养》杂志社,39.9648175701339,116.317026877445,"141104",科教文化服务,传媒机构,杂志社
海天教育,39.962468309544,116.317211752031,"141400",科教文化服务,培训机构,培训机构
北京生态文明科技发展中心,39.9633812847896,116.318770071255,"140000",科教文化服务,科教文化场所,科教文化场所
北京外国语大学外研培训中心（篱笆房路）,39.9633812847896,116.318770071255,"141400",科教文化服务,培训机构,培训机构
北京理工大学先进加工技术实验室,39.959631876199,116.313827793639,"141300",科教文化服务,科研机构,科研机构
国家开放大学（魏公村路）,39.9552023012445,116.315797890525,"141201",科教文化服务,学校,高等院校
中国饲料经济专业委员会饲料科技与经济杂志社,39.9612279534867,116.319507651386,"141104",科教文化服务,传媒机构,杂志社
北京市海淀区新英达学校报名处,39.9549347493236,116.302621815606,"141200",科教文化服务,学校,学校
北京理工大学机电控制工程系,39.9587172702215,116.312052896475,"141201",科教文化服务,学校,高等院校
《中国机械》杂志社,39.9633812847896,116.318770071255,"141104",科教文化服务,传媒机构,杂志社
西颐小学,39.9640045950312,116.306932510314,"141203",科教文化服务,学校,小学
中国人民大学历史学院,39.9679452644185,116.307570629283,"141201",科教文化服务,学校,高等院校
中国人民大学人文楼,39.9679452644185,116.307570629283,"141201",科教文化服务,学校,高等院校
中国人民大学（西二门）,39.9676005090995,116.301342871789,"141201",科教文化服务,学校,高等院校
北京经济研修学院,39.9678234165891,116.300248082905,"141201",科教文化服务,学校,高等院校
中国人民大学物业管理部,39.9671949108686,116.305045163898,"141201",科教文化服务,学校,高等院校
中国人民大学公共教学三楼,39.9673019126719,116.307232445048,"141201",科教文化服务,学校,高等院校
高丽大学会馆,39.9669175130968,116.310152092833,"141201",科教文化服务,学校,高等院校
北京理工大学光电学院,39.9631944955405,116.304256343118,"141201",科教文化服务,学校,高等院校
中国人民大学育贤楼,39.9670534822648,116.302501542322,"141201",科教文化服务,学校,高等院校
北京理工大学自动化学院（南门）,39.9623362541725,116.304409127438,"141201",科教文化服务,学校,高等院校
北京理工大学汽车动力性与排放测试实验室,39.9561665184639,116.315664072981,"141300",科教文化服务,科研机构,科研机构
北京理工大学汽车电子技术创新中心,39.9559061891082,116.315317891892,"141300",科教文化服务,科研机构,科研机构
北京理工大学电工电子教学实验中心,39.9575224248989,116.31305480039,"141300",科教文化服务,科研机构,科研机构
北京东方艺苑文化传播有限公司,39.9612926915782,116.304743548768,"141100",科教文化服务,传媒机构,传媒机构
北京新干线学校招生办公室,39.9616938841234,116.305180567372,"141200",科教文化服务,学校,学校
中国人民大学公共教学一楼,39.9675248487714,116.310494258178,"141201",科教文化服务,学校,高等院校
北京理工大学工程训练中心,39.9602881579733,116.303952351362,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院设计艺术综合实验室传统工艺美术室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系金属工艺工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系染织工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系雕塑工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京理工大学设计艺术学院传统工艺美术系陶艺工作室,39.9599117460115,116.303074244777,"141201",科教文化服务,学校,高等院校
北京外国语大学（西校区）,39.9544715198776,116.301064094683,"141201",科教文化服务,学校,高等院校
北京外国语大学世宗学堂,39.9544511525904,116.301273666961,"141201",科教文化服务,学校,高等院校
北京外国语大学继续教育学院,39.9538228542917,116.300315704748,"141205",科教文化服务,学校,成人教育
北京外国语大学专用英语学院,39.9538791698419,116.301276732535,"141201",科教文化服务,学校,高等院校
北京外国语大学西校区（东门）,39.9542536039001,116.302718699217,"141201",科教文化服务,学校,高等院校
北京理工大学（西门）,39.9565773101094,116.303391997844,"141201",科教文化服务,学校,高等院校
北京理工大学机电一体化中心,39.9586934572094,116.310890491495,"141201",科教文化服务,学校,高等院校
北京理工大学车辆工程系,39.9565352004828,116.315298855732,"141201",科教文化服务,学校,高等院校
北京理工大学继续教育学院自考部招生办,39.9561446181824,116.316136002611,"141205",科教文化服务,学校,成人教育
北京理工大学（南二门）,39.9558642368784,116.305113444051,"141201",科教文化服务,学校,高等院校
北京理工大学交通工程系,39.9565352004828,116.315298855732,"141201",科教文化服务,学校,高等院校
北京理工大学热能与动力工程系,39.9565352004828,116.315298855732,"141201",科教文化服务,学校,高等院校
北京外国语大学网络教育学院,39.9548688572012,116.299135956936,"141201",科教文化服务,学校,高等院校
北京外国语大学国际商学院,39.9540601820152,116.301265732398,"141201",科教文化服务,学校,高等院校
北京理工大学（南一门）,39.9558563884204,116.308844368622,"141201",科教文化服务,学校,高等院校
北京理工大学研究生院,39.9562233251761,116.312076158808,"141201",科教文化服务,学校,高等院校
中国语言文学学院,39.9538157957342,116.309743646366,"141201",科教文化服务,学校,高等院校
北京外国语大学（北门）,39.9554835227691,116.307698919301,"141201",科教文化服务,学校,高等院校
中科院心理所研究生二部北馆分部,39.9660395540006,116.313336093458,"141201",科教文化服务,学校,高等院校
中国人民大学对外语言文化学院（中国人民大学社区卫生服务中心东南）,39.9679452644185,116.307570629283,"141201",科教文化服务,学校,高等院校
中国人民大学文学院,39.9679452644185,116.307570629283,"141201",科教文化服务,学校,高等院校
中国人民大学国际文化交流中心,39.9669175130968,116.310152092833,"141201",科教文化服务,学校,高等院校
中国人民大学体育部,39.9678857909783,116.306741434955,"141201",科教文化服务,学校,高等院校
北京理工大学附属小学,39.9602056756284,116.303107138937,"141203",科教文化服务,学校,小学
北京理工继续教育学院,39.9607397963765,116.304697715756,"141205",科教文化服务,学校,成人教育
北京理工大学软件学院,39.9607397963765,116.304697715756,"141201",科教文化服务,学校,高等院校
中国农业科学院农业经济研究所,39.9604819464819,116.319526701903,"141300",科教文化服务,科研机构,科研机构
中国农业科学院节水农业综合研究中心,39.9597758516068,116.319590644322,"141300",科教文化服务,科研机构,科研机构
友谊社区党总支部党员电教播放站,39.9649769027298,116.308911073403,"140000",科教文化服务,科教文化场所,科教文化场所
中国人民大学阅园,39.9675479689735,116.309894582875,"140500",科教文化服务,图书馆,图书馆
北京市海淀区培智中心学校,39.9652566311157,116.305241987893,"141200",科教文化服务,学校,学校
Ｈａｒｒｙ国际英语（友谊写字楼北）,39.9649385232561,116.307495172057,"141400",科教文化服务,培训机构,培训机构
泡泡少儿教育（三义庙店）,39.9633106755609,116.30690366013,"141400",科教文化服务,培训机构,培训机构
海淀区送教上门指导中心（旁门）,39.9655268539352,116.305113228688,"140000",科教文化服务,科教文化场所,科教文化场所
山木培训（紫金大厦北）,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
北京外企服务集团培训中心,39.9653656667738,116.301871063092,"141400",科教文化服务,培训机构,培训机构
北京理工大学机械制造实验室,39.9596790329542,116.314270787405,"141300",科教文化服务,科研机构,科研机构
北京理工大学航空航天工程实验教学中心,39.9596184880322,116.313505521815,"141300",科教文化服务,科研机构,科研机构
北京理工大学安全培训中心,39.9591277044414,116.312344192661,"141400",科教文化服务,培训机构,培训机构
北京理工大学安全环境学报杂志社,39.9591277044414,116.312344192661,"141104",科教文化服务,传媒机构,杂志社
北京理工大学火工燃爆产品可靠性与失效分析中心,39.9591277044414,116.312344192661,"141300",科教文化服务,科研机构,科研机构
北京理工大学机电工程与控制实验室,39.9591277044414,116.312344192661,"141300",科教文化服务,科研机构,科研机构
北京理工大学仿生机器人实验室,39.9595409818617,116.312188489227,"141300",科教文化服务,科研机构,科研机构
中国自然辩证法研究会,39.9553108513843,116.318120578078,"141300",科教文化服务,科研机构,科研机构
小红帽（魏公村分站）,39.9566787473513,116.319708764376,"141103",科教文化服务,传媒机构,报社
华北电力科学研究院有限责任公司,39.9648175701339,116.317026877445,"141300",科教文化服务,科研机构,科研机构
孔子国际传媒（香港）有限公司,39.9648175701339,116.317026877445,"141100",科教文化服务,传媒机构,传媒机构
中国经济体制改革杂志社,39.9538028902691,116.316565320442,"141104",科教文化服务,传媒机构,杂志社
朗新伦录音棚,39.9539080311384,116.316489479978,"141100",科教文化服务,传媒机构,传媒机构
北京理工大学出版社（魏公村路）,39.9557947198107,116.305399841236,"141105",科教文化服务,传媒机构,出版社
北京理工大学热工与流体力学实验室空化水洞,39.9560003715785,116.312056231485,"141300",科教文化服务,科研机构,科研机构
北京理工大学交通运输工程实验室（理工科技大厦西）,39.955899699952,116.314524689986,"141300",科教文化服务,科研机构,科研机构
北京理工大学计算机应用与仿真实验室,39.955899699952,116.314524689986,"141300",科教文化服务,科研机构,科研机构
北京理工大学学生实践与创新中心,39.955899699952,116.314524689986,"141300",科教文化服务,科研机构,科研机构
北京理工大学发动机实验室（西楼）,39.9559061891082,116.315317891892,"141300",科教文化服务,科研机构,科研机构
北京理工大学陈列室,39.9559239900589,116.313845221951,"140200",科教文化服务,展览馆,展览馆
北京理工大学热工实验室,39.9565352004828,116.315298855732,"141300",科教文化服务,科研机构,科研机构
北京理工大学＆内蒙一机集团公司特种车辆工程研究发展中心,39.9565352004828,116.315298855732,"141300",科教文化服务,科研机构,科研机构
北理工发思特电动车辆电源技术研究中心,39.9565352004828,116.315298855732,"141300",科教文化服务,科研机构,科研机构
云内动力＆北京理工大学内燃机工程中心,39.9559061891082,116.315317891892,"141300",科教文化服务,科研机构,科研机构
北京理工大学高分子材料实验室,39.9568250065084,116.314869791989,"141300",科教文化服务,科研机构,科研机构
北京理工大学＆瑞典爱立信公司数字通信技术研究中心,39.9574480153785,116.312214694413,"141300",科教文化服务,科研机构,科研机构
中国电子科学研究院＆北京理工大学电子科学技术研究所,39.9574480153785,116.312214694413,"141300",科教文化服务,科研机构,科研机构
北京理工大学无线电电子学研究所,39.9574480153785,116.312214694413,"141300",科教文化服务,科研机构,科研机构
北京理工大学通信技术研究所,39.9574480153785,116.312214694413,"141300",科教文化服务,科研机构,科研机构
北京理工大学机器人研究中心,39.9586934572094,116.310890491495,"141300",科教文化服务,科研机构,科研机构
北京理工大学材料科学研究中心,39.9586934572094,116.310890491495,"141300",科教文化服务,科研机构,科研机构
北京理工大学培训部,39.9572888174921,116.310728029426,"141400",科教文化服务,培训机构,培训机构
北京理工大学逸夫科技交流中心,39.957288757644,116.310759958526,"140000",科教文化服务,科教文化场所,科教文化场所
北京新干线学校（北三环西路辅路）,39.9614864049018,116.305449019901,"141400",科教文化服务,培训机构,培训机构
至高美术馆,39.9594661526703,116.297687261198,"140400",科教文化服务,美术馆,美术馆
北京金艺轩文化艺术交流中心,39.9593115546284,116.297453740262,"140800",科教文化服务,文化宫,文化宫
高校后勤研究杂志社《低碳校园》编辑委员会,39.9599034325723,116.303249877812,"141104",科教文化服务,传媒机构,杂志社
中国建材家居传媒联盟,39.9599034325723,116.303249877812,"141100",科教文化服务,传媒机构,传媒机构
新东方学校,39.9544397716884,116.316614128839,"141400",科教文化服务,培训机构,培训机构
北京外国语大学图书馆,39.9543954779629,116.308287771685,"140500",科教文化服务,图书馆,图书馆
北京理工科技大厦会议中心,39.9561446181824,116.316136002611,"140300",科教文化服务,会展中心,会展中心
北京理工大学电动车辆技术开发中心,39.9565352004828,116.315298855732,"141300",科教文化服务,科研机构,科研机构
北京理工大学汽车实验室,39.9565352004828,116.315298855732,"141300",科教文化服务,科研机构,科研机构
北京理工大学现代生物与医药工程研究中心（学科特区）,39.9586934572094,116.310890491495,"141300",科教文化服务,科研机构,科研机构
北京理工大学现代教育技术与网络信息中心,39.9572888174921,116.310728029426,"140000",科教文化服务,科教文化场所,科教文化场所
北京理工大学出版社（理工国际教育交流大厦北）,39.9612926915782,116.304743548768,"141105",科教文化服务,传媒机构,出版社
北京电视台（西三环北路辅路）,39.9575178212182,116.301393036049,"141101",科教文化服务,传媒机构,电视台
北京汇易通科教文化交流中心,39.9644633087806,116.302093715425,"140000",科教文化服务,科教文化场所,科教文化场所
魏公村北区社区青少年教育工作站,39.954626231023,116.313217799014,"140000",科教文化服务,科教文化场所,科教文化场所
北京理工大学基础力学教学实验中心,39.959736747394,116.314945253666,"141300",科教文化服务,科研机构,科研机构
北京理工大学化工过程控制实验室,39.9560028188867,116.31287838837,"141300",科教文化服务,科研机构,科研机构
正道租车,39.9580296931952,116.317625367474,"10900",汽车服务,汽车租赁,汽车租赁
明天明汽车租赁,39.9662609403543,116.312598722597,"10901",汽车服务,汽车租赁,汽车租赁还车
文文汽修,39.9555474487105,116.300509094291,"10000",汽车服务,汽车服务相关,汽车服务相关
北京尊驭汽车租赁有限公司,39.9651290785329,116.309351086653,"10901",汽车服务,汽车租赁,汽车租赁还车
祥发·万泉庄加油站,39.9621425518799,116.306450785613,"10101",汽车服务,加油站,中国石化
五洲驰翼（魏公村店）,39.956992830653,116.316007188661,"10400",汽车服务,汽车养护/装饰,汽车养护
北京华茂开源汽车俱乐部有限公司,39.9652550193101,116.311517268757,"10600",汽车服务,汽车俱乐部,汽车俱乐部
北京友谊出租汽车有限公司汽车租赁经营门店,39.9658319930238,116.308844112673,"10901",汽车服务,汽车租赁,汽车租赁还车
北京现代特约出租车服务站,39.9658319930238,116.308844112673,"10000",汽车服务,汽车服务相关,汽车服务相关
新车居汽车装饰养护（总部）,39.9599940658215,116.298896792442,"10400",汽车服务,汽车养护/装饰,汽车养护
加油站（理工科技大厦东北）,39.9570007083696,116.316071042397,"10102",汽车服务,加油站,中国石油
韩泰轮胎（魏公村路）,39.9557862132207,116.313730498067,"10800",汽车服务,汽车配件销售,汽车配件销售
友谊汽车装饰美容,39.9609818782271,116.311150624452,"10400",汽车服务,汽车养护/装饰,汽车养护
北京巴士汽车租赁有限责任公司,39.9616546627151,116.305853132851,"10901",汽车服务,汽车租赁,汽车租赁还车
利能汽车维修部,39.9557764789152,116.314643436819,"30100",汽车维修,汽车综合维修,汽车综合维修
泉修汽车维修部,39.9557743062077,116.314734231551,"30000",汽车维修,汽车维修,汽车维修
东风日产海润嘉专营店,39.961936125114,116.306688298894,"30802",汽车维修,日产特约维修,东风日产维修
北京友谊宾馆汽车修理厂,39.965831983762,116.308849101724,"30100",汽车维修,汽车综合维修,汽车综合维修
东风日产海润嘉专营店,39.961936125114,116.306688298894,"20701",汽车销售,日产特约销售,东风日产销售
苏园公寓,39.9637383548315,116.314542660455,"120203",商务住宅,楼宇,商住两用楼宇
魏公村（北区西门）,39.9538909382446,116.311268256145,"120302",商务住宅,住宅区,住宅小区
百花苑商务大厦,39.9548157506034,116.315570456072,"120201",商务住宅,楼宇,商务写字楼
