name,wgs_lat,wgs_lng,type_code,base_type,sub_type,category
寰太大厦员工餐厅,39.9580286951467,116.317624369881,"50100",餐饮服务,中餐厅,中餐厅
一手店（北三环西路辅路）,39.9657066097908,116.313840997557,"50000",餐饮服务,餐饮相关场所,餐饮相关
三博冒菜馆,39.9667488172648,116.317379827607,"50100",餐饮服务,中餐厅,中餐厅
奇豆の恋,39.9673211997229,116.318732659268,"50700",餐饮服务,冷饮店,冷饮店
茶真乡,39.9538023997497,116.316821735962,"50400",餐饮服务,休闲餐饮场所,休闲餐饮场所
金汉斯（中关村店）,39.9544397716884,116.316614128839,"50201",餐饮服务,外国餐厅,西餐厅(综合风味)
东方饺子王（魏公村店）,39.9553504593374,116.318324107173,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
麦当劳（中关村南大街店）,39.9549516748033,116.317698588676,"50302",餐饮服务,快餐厅,麦当劳
老自行车咖啡馆,39.954419455158,116.310981826996,"50500",餐饮服务,咖啡厅,咖啡厅
西部马华牛肉面,39.9551766900966,116.302649727012,"50100",餐饮服务,中餐厅,中餐厅
浦记肥牛火锅城,39.9561446181824,116.316136002611,"50117",餐饮服务,中餐厅,火锅店
漓江情桂林米粉,39.9599804134255,116.317209072261,"50100",餐饮服务,中餐厅,中餐厅
避风塘,39.965945026208,116.301654437882,"50400",餐饮服务,休闲餐饮场所,休闲餐饮场所
元盛元（华宇店）,39.9641985239398,116.317063871175,"50100",餐饮服务,中餐厅,中餐厅
瑞福祥烤肉店,39.9636757979266,116.306282954315,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
棒约翰（华宇店）,39.9641985239398,116.317063871175,"50300",餐饮服务,快餐厅,快餐厅
星巴克咖啡（华宇购物中心店）,39.9641985239398,116.317063871175,"50501",餐饮服务,咖啡厅,星巴克咖啡
金百万烤鸭（万柳店）,39.964581011799,116.29765069094,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
北京晋南建梅主食店,39.9536679852345,116.313367582772,"50000",餐饮服务,餐饮相关场所,餐饮相关
鱼众不同（人大西门店）,39.9667661504109,116.29927218871,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
峰尚圣宴（北京人大店）,39.9676578931875,116.301691146714,"50100",餐饮服务,中餐厅,中餐厅
周黑鸭（万泉河店）,39.9668817591461,116.300646389739,"50000",餐饮服务,餐饮相关场所,餐饮相关
麦当劳（苏州桥餐厅）,39.9658079621036,116.300554711825,"50302",餐饮服务,快餐厅,麦当劳
焦志华黄记桂林米粉煲仔饭,39.9645504917098,116.300852261946,"50100",餐饮服务,中餐厅,中餐厅
辣尚瘾（人大店）,39.965914454485,116.301978771141,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
洞庭茶火鱼,39.9638880293183,116.30055994248,"50117",餐饮服务,中餐厅,火锅店
理工餐厅,39.959659021337,116.309498451153,"50102",餐饮服务,中餐厅,四川菜(川菜)
花舞陕一边,39.9557845901446,116.314058757593,"50115",餐饮服务,中餐厅,西北菜
桥咖啡,39.9576987562609,116.306435378175,"50500",餐饮服务,咖啡厅,咖啡厅
权味石锅拌饭（北京华宇店）,39.9641995239003,116.317063871049,"50203",餐饮服务,外国餐厅,韩国料理
爱上层楼咖啡,39.955252706632,116.302638740358,"50500",餐饮服务,咖啡厅,咖啡厅
惠州食府,39.9546649639614,116.30250708849,"50103",餐饮服务,中餐厅,广东菜(粤菜)
老思福面馆（万泉庄店）,39.9670417758202,116.299482730314,"50100",餐饮服务,中餐厅,中餐厅
浩日沁蒙古餐厅,39.9537194425661,116.31206649601,"50100",餐饮服务,中餐厅,中餐厅
面爱面（中关村南大街）,39.9609055544914,116.316070550713,"50202",餐饮服务,外国餐厅,日本料理
刘家香,39.9546657109245,116.317685654345,"50100",餐饮服务,中餐厅,中餐厅
永和大王（科学院南路）,39.9666722999431,116.319214635948,"50300",餐饮服务,快餐厅,快餐厅
申记百花渔庄,39.9671272687106,116.318700756893,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
嘉和一品粥（魏公村店）,39.955971735546,116.316078156057,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
ＩＣＣＩ,39.9670382800226,116.317654164055,"50700",餐饮服务,冷饮店,冷饮店
肯德基（华宇时尚购物中心店）,39.964243804818,116.316916202445,"50301",餐饮服务,快餐厅,肯德基
Ａ８,39.9560135808697,116.311413664664,"50400",餐饮服务,休闲餐饮场所,休闲餐饮场所
蜀王砂锅,39.9667606001574,116.31697076016,"50100",餐饮服务,中餐厅,中餐厅
避风塘,39.9671474497696,116.319126777473,"50400",餐饮服务,休闲餐饮场所,休闲餐饮场所
金凤成祥（百花苑科技楼东南）,39.9532074795212,116.317836493531,"50800",餐饮服务,糕饼店,糕饼店
金凤成祥（北三环西路辅路）,39.9652196507197,116.318541363151,"50800",餐饮服务,糕饼店,糕饼店
肯德基（双榆树店）,39.9652733019254,116.318721942559,"50301",餐饮服务,快餐厅,肯德基
大家来麻辣香锅,39.9653944763154,116.319669752788,"50100",餐饮服务,中餐厅,中餐厅
禾绿回转寿司（北京科技会展中心精品购物中心西）,39.9651897506829,116.317968678171,"50202",餐饮服务,外国餐厅,日本料理
美味多西饼店（理工大学店）,39.9599198809105,116.309568264385,"50800",餐饮服务,糕饼店,糕饼店
金艺轩,39.9593115546284,116.297453740262,"50600",餐饮服务,茶艺馆,茶艺馆
东北特味,39.9598892618314,116.301657193531,"50113",餐饮服务,中餐厅,东北菜
北京理工大学教工食堂,39.9593645344109,116.307065805796,"50100",餐饮服务,中餐厅,中餐厅
川佰嘉,39.9596353658811,116.31724104282,"50117",餐饮服务,中餐厅,火锅店
一品三笑（万泉河路辅路）,39.9638945025983,116.301996987407,"50300",餐饮服务,快餐厅,快餐厅
成都小吃（紫金庄园西北）,39.9658325075775,116.302514668553,"50100",餐饮服务,中餐厅,中餐厅
吉尔萨食府,39.9557124822823,116.300486120382,"50121",餐饮服务,中餐厅,清真菜馆
苏氏牛肉面,39.9647466242292,116.301909062305,"50100",餐饮服务,中餐厅,中餐厅
肯德基（魏公村店）,39.9532673005284,116.316884659977,"50301",餐饮服务,快餐厅,肯德基
蜀正园（魏公村店）,39.9551044038538,116.316792638001,"50117",餐饮服务,中餐厅,火锅店
河间驴肉火烧,39.9533181906484,116.315894907677,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
凤凰楼,39.9565976580816,116.298044914763,"50119",餐饮服务,中餐厅,海鲜酒楼
万记麻辣烫（魏公村店）,39.9545775874651,116.310907971271,"50100",餐饮服务,中餐厅,中餐厅
九亿（魏公村店）,39.9538459366335,116.313389510973,"50100",餐饮服务,中餐厅,中餐厅
大粥锅粥店（魏公村店）,39.9532556770775,116.316688109636,"50100",餐饮服务,中餐厅,中餐厅
大才子面馆（魏公村店）,39.9536057693156,116.312425706112,"50100",餐饮服务,中餐厅,中餐厅
潇湘味道酒楼,39.9548024136398,116.316270865006,"50108",餐饮服务,中餐厅,湖南菜(湘菜)
周黑鸭（中友大厦北）,39.9531347054657,116.31140803998,"50000",餐饮服务,餐饮相关场所,餐饮相关
巫山烤全鱼,39.9562109725473,116.300766485487,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
正山堂,39.9573361068827,116.300090720434,"50600",餐饮服务,茶艺馆,茶艺馆
大象空间,39.9559018183109,116.312351582772,"50500",餐饮服务,咖啡厅,咖啡厅
风波庄（魏公村分舵）,39.9536186953279,116.312464617278,"50100",餐饮服务,中餐厅,中餐厅
原始部落餐厅,39.9549583445708,116.31630377041,"50100",餐饮服务,中餐厅,中餐厅
江依林韩式快餐,39.954466788069,116.311336032598,"50300",餐饮服务,快餐厅,快餐厅
小是小,39.962173410988,116.31716489625,"50117",餐饮服务,中餐厅,火锅店
九头鹰酒家（银海大厦东北）,39.9628922528109,116.317754458345,"50112",餐饮服务,中餐厅,湖北菜(鄂菜)
万隆丰友餐厅,39.964890602104,116.309074724739,"50100",餐饮服务,中餐厅,中餐厅
中国人民大学留学生食堂第一餐厅,39.9669128982883,116.309409732708,"50100",餐饮服务,中餐厅,中餐厅
新疆伽师餐厅,39.9667196862676,116.317970480802,"50115",餐饮服务,中餐厅,西北菜
味多美（四通桥店）,39.965741490987,116.313902853577,"50800",餐饮服务,糕饼店,糕饼店
草木人和茶艺馆,39.9640198744143,116.312680821028,"50600",餐饮服务,茶艺馆,茶艺馆
蓉蓉阁酒楼,39.9673963956672,116.297357913195,"50111",餐饮服务,中餐厅,北京菜
百姓缘,39.9631693559463,116.318216366461,"50100",餐饮服务,中餐厅,中餐厅
好麦道,39.9632203962671,116.319236023018,"50100",餐饮服务,中餐厅,中餐厅
中国人民大学后勤集团餐饮管理部,39.9677006088667,116.311683589213,"50100",餐饮服务,中餐厅,中餐厅
豆号鲜磨豆浆（华宇店）,39.9628660167387,116.317356371518,"50000",餐饮服务,餐饮相关场所,餐饮相关
吉祥馄饨,39.9628776721853,116.317535959702,"50300",餐饮服务,快餐厅,快餐厅
兰州老马食府,39.9667388950874,116.316817113445,"50121",餐饮服务,中餐厅,清真菜馆
呷哺呷哺,39.9646026244763,116.317002959173,"50117",餐饮服务,中餐厅,火锅店
川平天下第一粉,39.9672352261785,116.315586851529,"50100",餐饮服务,中餐厅,中餐厅
友谊宫咖啡厅,39.9623165455157,116.312890564914,"50500",餐饮服务,咖啡厅,咖啡厅
北区员工餐厅,39.9653176445549,116.309042741234,"50100",餐饮服务,中餐厅,中餐厅
金凤成祥（中关村南大街）,39.9613566453307,116.316013623301,"50800",餐饮服务,糕饼店,糕饼店
汤功煮（北京海淀天作商城店）,39.9600424109813,116.317209064452,"50100",餐饮服务,中餐厅,中餐厅
上岛咖啡（农科院旗舰店）,39.9599283715287,116.317232026418,"50502",餐饮服务,咖啡厅,上岛咖啡
牛魔王正宗兰州拉面（天作万瑞国际公寓南）,39.9600994603213,116.317182118773,"50100",餐饮服务,中餐厅,中餐厅
星期五（友谊宾馆店）,39.9621594161614,116.315068668227,"50208",餐饮服务,外国餐厅,美式风味
校友记,39.9667592991338,116.307033943773,"50500",餐饮服务,咖啡厅,咖啡厅
玫瑰轩火锅,39.9653944763154,116.319669752788,"50117",餐饮服务,中餐厅,火锅店
双安食府,39.9653944763154,116.319669752788,"50100",餐饮服务,中餐厅,中餐厅
新侨三宝乐面包房（双安店）,39.9653944763154,116.319669752788,"50800",餐饮服务,糕饼店,糕饼店
密丝·蒂咔,39.9670198906172,116.31733589374,"50500",餐饮服务,咖啡厅,咖啡厅
２．２私家菜馆,39.9667153209253,116.318161045213,"50102",餐饮服务,中餐厅,四川菜(川菜)
王记河间驴肉火烧（双榆树西里西南）,39.9667439130244,116.317329942189,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
首钢餐饮,39.9665441185239,116.316704395104,"50000",餐饮服务,餐饮相关场所,餐饮相关
今生香拌燃面,39.96686078782,116.317914590854,"50100",餐饮服务,中餐厅,中餐厅
权味石锅拌饭（北京双安店）,39.9653944763154,116.319669752788,"50203",餐饮服务,外国餐厅,韩国料理
拉菲尔,39.9653944763154,116.319669752788,"50201",餐饮服务,外国餐厅,西餐厅(综合风味)
嘉旺快餐（双安商场店）,39.9653914725991,116.319671748584,"50300",餐饮服务,快餐厅,快餐厅
陌上花开,39.966752425211,116.317584359739,"50100",餐饮服务,中餐厅,中餐厅
食林外传,39.9667790893571,116.317237149689,"50100",餐饮服务,中餐厅,中餐厅
烫菜小厨,39.9668320968104,116.317232154402,"50100",餐饮服务,中餐厅,中餐厅
大茶杯（双安店）,39.9672293444287,116.31552499279,"50700",餐饮服务,冷饮店,冷饮店
惠云轩茶坊,39.9633827592972,116.317480023752,"50600",餐饮服务,茶艺馆,茶艺馆
合利屋快餐（华宇时尚店）,39.9641985239398,116.317063871175,"50100",餐饮服务,中餐厅,中餐厅
真功夫（数码大厦Ａ座西南）,39.9647239347701,116.316838319498,"50300",餐饮服务,快餐厅,快餐厅
红轩茶餐厅,39.9641824657485,116.317616610584,"50305",餐饮服务,快餐厅,茶餐厅
花车日本料理（中电信息大厦西南）,39.9633897647556,116.317477029709,"50202",餐饮服务,外国餐厅,日本料理
金湘府酒楼,39.9633927856652,116.317466054407,"50100",餐饮服务,中餐厅,中餐厅
中国人民大学东区食堂学子居,39.9674886247023,116.311147810487,"50100",餐饮服务,中餐厅,中餐厅
全日风味餐厅,39.9674884437537,116.312306223473,"50100",餐饮服务,中餐厅,中餐厅
呷哺呷哺（华宇时尚购物中心东）,39.9641985239398,116.317063871175,"50117",餐饮服务,中餐厅,火锅店
合利屋快餐（北京友谊宾馆卫生所东北）,39.9675170206331,116.310936277551,"50300",餐饮服务,快餐厅,快餐厅
欢乐杰巴西烤肉（友谊店）,39.9648320211236,116.313642555422,"50215",餐饮服务,外国餐厅,巴西菜
老马家小吃城,39.9628582482867,116.317235648228,"50100",餐饮服务,中餐厅,中餐厅
沙县小吃（银海大厦北）,39.9628727947353,116.31747210624,"50100",餐饮服务,中餐厅,中餐厅
品味中西餐烤肉自助,39.9641955737206,116.317037930756,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
赛百味（华宇购物中心店）,39.9641995239003,116.317063871049,"50300",餐饮服务,快餐厅,快餐厅
漫咖啡,39.9675248487714,116.310494258178,"50500",餐饮服务,咖啡厅,咖啡厅
特别特晋派餐厅,39.9633695629976,116.318625404291,"50100",餐饮服务,中餐厅,中餐厅
金榜缘食府,39.9558777303887,116.307034312937,"50100",餐饮服务,中餐厅,中餐厅
雕刻时光（魏公村路）,39.9558212295247,116.305118438809,"50500",餐饮服务,咖啡厅,咖啡厅
第七食堂,39.9559910245181,116.306871650817,"50100",餐饮服务,中餐厅,中餐厅
大碗张拉面（厂洼店）,39.9571225103654,116.300438041178,"50100",餐饮服务,中餐厅,中餐厅
美の子日本料理,39.9607369640854,116.29717810207,"50202",餐饮服务,外国餐厅,日本料理
北京外国语大学学生食堂,39.9532334862187,116.309385509306,"50100",餐饮服务,中餐厅,中餐厅
北京外国语大学清真餐厅,39.9539428800236,116.310765368082,"50121",餐饮服务,中餐厅,清真菜馆
好世方私房菜,39.9607369640854,116.29717810207,"50100",餐饮服务,中餐厅,中餐厅
鼎尚台北小火锅（科学院南路）,39.9669583154397,116.319200631938,"50117",餐饮服务,中餐厅,火锅店
秦源大米凉皮（双榆树店）,39.9671474497696,116.319126777473,"50000",餐饮服务,餐饮相关场所,餐饮相关
成都小吃（双榆树三街）,39.9671475264257,116.319086869009,"50100",餐饮服务,中餐厅,中餐厅
街客（双榆树三街）,39.9671436913825,116.319001066292,"50700",餐饮服务,冷饮店,冷饮店
必胜客（双榆树餐厅）,39.9663951375169,116.319825269188,"50303",餐饮服务,快餐厅,必胜客
哈根达斯（华星店）,39.9663912910961,116.319745452985,"50700",餐饮服务,冷饮店,冷饮店
ＤＱ冰淇淋（双榆树店）,39.9664243952589,116.319690574825,"50700",餐饮服务,冷饮店,冷饮店
戈壁人家米粉,39.9670281764516,116.318229848175,"50100",餐饮服务,中餐厅,中餐厅
湘乐汇,39.96712264811,116.318503210158,"50108",餐饮服务,中餐厅,湖南菜(湘菜)
多乐房,39.9670101790793,116.318228852728,"50203",餐饮服务,外国餐厅,韩国料理
姐弟俩土豆粉,39.9671283906764,116.318116095926,"50100",餐饮服务,中餐厅,中餐厅
比格比萨（苏州桥店）,39.9648586021572,116.301919027601,"50300",餐饮服务,快餐厅,快餐厅
肯德基（苏州桥店）,39.9655468447094,116.301766257008,"50301",餐饮服务,快餐厅,肯德基
必胜客（紫金餐厅）,39.9651847920641,116.301804224059,"50303",餐饮服务,快餐厅,必胜客
兴隆小馆,39.9598068732677,116.309037447086,"50100",餐饮服务,中餐厅,中餐厅
必胜客（北三环西路辅路）,39.9622879941623,116.306752116674,"50303",餐饮服务,快餐厅,必胜客
武汉久久鸭王（人民大学南路）,39.9645417278662,116.300717538553,"50000",餐饮服务,餐饮相关场所,餐饮相关
稻香村（紫金大厦西北）,39.9659529755354,116.300543716026,"50800",餐饮服务,糕饼店,糕饼店
久久丫鸭颈王（紫金大厦西北）,39.9660579835776,116.300536717101,"50000",餐饮服务,餐饮相关场所,餐饮相关
吉野家（魏公村店）,39.9559853346475,116.316287677454,"50309",餐饮服务,快餐厅,吉野家
洞庭源,39.963524146174,116.302769427718,"50108",餐饮服务,中餐厅,湖南菜(湘菜)
贵州酸汤鱼（魏公村店）,39.9549830250627,116.316470387817,"50119",餐饮服务,中餐厅,海鲜酒楼
川渝小馆家常菜,39.9553579225404,116.31651623605,"50102",餐饮服务,中餐厅,四川菜(川菜)
妈妈菜饭庄,39.9670270367364,116.299332035579,"50100",餐饮服务,中餐厅,中餐厅
麦当劳甜品站,39.9658679544996,116.300557698192,"50900",餐饮服务,甜品店,甜品店
德川家日本料理（中关村寰太大厦店）,39.9580286951467,116.317624369881,"50202",餐饮服务,外国餐厅,日本料理
童乡阁大馅饺子,39.9657166539853,116.302434849264,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
九头鹰酒家（苏州桥店）,39.9659312683751,116.302083551904,"50112",餐饮服务,中餐厅,湖北菜(鄂菜)
合兴源东北农家菜（苏州街店）,39.9659168194921,116.30177219821,"50113",餐饮服务,中餐厅,东北菜
金凤成祥（万柳店）,39.9669767745693,116.300635400233,"50800",餐饮服务,糕饼店,糕饼店
京味楼（寰太大厦西北）,39.9581220413528,116.317441775375,"50100",餐饮服务,中餐厅,中餐厅
西门疯狂烤翅,39.9660586581858,116.302986654996,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
金龙餐厅（人民大学南路）,39.9655687125307,116.304083410215,"50100",餐饮服务,中餐厅,中餐厅
金边角餐馆,39.9660379027676,116.302849943416,"50100",餐饮服务,中餐厅,中餐厅
川印象新派川菜,39.9659410788395,116.302190329173,"50102",餐饮服务,中餐厅,四川菜(川菜)
水晶烤肉（人大西门店）,39.9659185937359,116.301899933829,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
鲜磨豆浆（苏州桥店）,39.9668287577573,116.300648392313,"50700",餐饮服务,冷饮店,冷饮店
乐宜乐热狗驿站,39.9671060309172,116.300485689398,"50400",餐饮服务,休闲餐饮场所,休闲餐饮场所
宏状元（苏州桥店）,39.9659498360635,116.302327044121,"50100",餐饮服务,中餐厅,中餐厅
杭州小笼包（育贤楼西）,39.9666447859804,116.300636439845,"50100",餐饮服务,中餐厅,中餐厅
肥羊王（魏公村店）,39.9537194425661,116.31206649601,"50117",餐饮服务,中餐厅,火锅店
好伦哥（魏公村餐厅）,39.9532894008557,116.316831777801,"50300",餐饮服务,快餐厅,快餐厅
东北骨头庄（韦伯豪家园西北）,39.9536433868588,116.313156061783,"50100",餐饮服务,中餐厅,中餐厅
贝果西饼店（韦伯豪家园西）,39.9532954800093,116.31258538725,"50800",餐饮服务,糕饼店,糕饼店
老家肉饼（魏公村小区店）,39.9553901637696,116.315341902504,"50100",餐饮服务,中餐厅,中餐厅
小福乐菜馆,39.9560080460815,116.311166216579,"50111",餐饮服务,中餐厅,北京菜
富翔鸡煲,39.9560079636232,116.311210118847,"50100",餐饮服务,中餐厅,中餐厅
北京理工大学第三食堂,39.9593475416916,116.307605635839,"50100",餐饮服务,中餐厅,中餐厅
京工风味食堂,39.9594297281297,116.308044668814,"50100",餐饮服务,中餐厅,中餐厅
洞庭食府,39.9612150588827,116.304541986694,"50100",餐饮服务,中餐厅,中餐厅
三乐餐厅,39.9638477459641,116.300149782323,"50100",餐饮服务,中餐厅,中餐厅
陈阿婆重庆绿色鱼火锅（苏州桥店）,39.959706223269,116.301683162933,"50117",餐饮服务,中餐厅,火锅店
雅珍如意望川家,39.9639025749887,116.300819410606,"50100",餐饮服务,中餐厅,中餐厅
真味源疯狂抄手（百花苑西）,39.9534774396247,116.31576119156,"50102",餐饮服务,中餐厅,四川菜(川菜)
莱咖啡,39.9539005956927,116.317761577347,"50500",餐饮服务,咖啡厅,咖啡厅
食佳利餐厅,39.9551022074467,116.315324977241,"50100",餐饮服务,中餐厅,中餐厅
一志日本料理（魏公村店）,39.9546726099278,116.310893990374,"50202",餐饮服务,外国餐厅,日本料理
麻里麻里香锅（魏公村店）,39.9555118235525,116.309155728038,"50117",餐饮服务,中餐厅,火锅店
张老坎火锅（魏公村店）,39.9534283348984,116.315817070743,"50117",餐饮服务,中餐厅,火锅店
北京海丽轩烤肉店（苏州桥店）,39.9618358120374,116.300730851456,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
北京韩喜馆餐饮中心,39.9638848027038,116.300689678049,"50100",餐饮服务,中餐厅,中餐厅
百万庄园（理工大学店）,39.9612957113079,116.304732571725,"50201",餐饮服务,外国餐厅,西餐厅(综合风味)
Ｈｅｌｅｎ＇ｓ,39.9560002056449,116.311081406316,"50500",餐饮服务,咖啡厅,咖啡厅
金凤成祥,39.9532932995047,116.316884656704,"50800",餐饮服务,糕饼店,糕饼店
玖悦黑鸦,39.9670591752226,116.318229844268,"50000",餐饮服务,餐饮相关场所,餐饮相关
名都和源日本料理,39.9559564468105,116.298183720189,"50202",餐饮服务,外国餐厅,日本料理
北京外国语大学饮食中心西院食堂,39.954820911582,116.301402355801,"50100",餐饮服务,中餐厅,中餐厅
巷子比萨,39.9562111505923,116.30066469344,"50300",餐饮服务,快餐厅,快餐厅
麦当劳（双榆树餐厅）,39.9663125748503,116.319078992574,"50302",餐饮服务,快餐厅,麦当劳
六合人家（双榆树店）,39.9668553118563,116.319204635767,"50100",餐饮服务,中餐厅,中餐厅
半亩园（双榆树店）,39.9670013175682,116.319198631095,"50100",餐饮服务,中餐厅,中餐厅
双乐小吃,39.9671153187982,116.31919562359,"50100",餐饮服务,中餐厅,中餐厅
周记桂林米粉（双榆树三街）,39.9671466088666,116.319043967529,"50100",餐饮服务,中餐厅,中餐厅
赛百味（双榆树店）,39.9664644051795,116.319684583527,"50300",餐饮服务,快餐厅,快餐厅
味多美（科学院南路）,39.9665883791725,116.319695542694,"50800",餐饮服务,糕饼店,糕饼店
砂锅居（分店）,39.9670024969906,116.319625650847,"50111",餐饮服务,中餐厅,北京菜
老榆树餐厅,39.9667648193138,116.318421442676,"50100",餐饮服务,中餐厅,中餐厅
兰香楼,39.9671398256665,116.318931226941,"50121",餐饮服务,中餐厅,清真菜馆
鲜果时间,39.9673256170982,116.319035963269,"50700",餐饮服务,冷饮店,冷饮店
滋美卤肉卷（人民大学店）,39.9671272150779,116.318728692868,"50000",餐饮服务,餐饮相关场所,餐饮相关
陕味食族,39.9669153209776,116.319198641936,"50115",餐饮服务,中餐厅,西北菜
干锅坊,39.9532375575353,116.316750968615,"50100",餐饮服务,中餐厅,中餐厅
品质伊犁,39.9670359036811,116.299408879811,"50121",餐饮服务,中餐厅,清真菜馆
张记大馅饺子（隆苑写字楼西北）,39.9652592776418,116.309241311902,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
中国人民大学南区食堂集天餐厅,39.9669128913374,116.307795270251,"50100",餐饮服务,中餐厅,中餐厅
尚品咖啡（万泉河路辅路）,39.9663483321311,116.30147176387,"50500",餐饮服务,咖啡厅,咖啡厅
一手店（万泉河路辅路）,39.9668154313483,116.30140484296,"50000",餐饮服务,餐饮相关场所,餐饮相关
１０２度健康火锅（苏州桥店）,39.963015713297,116.309055004289,"50117",餐饮服务,中餐厅,火锅店
鲜果时间,39.9669779848825,116.309361830021,"50700",餐饮服务,冷饮店,冷饮店
耶士咖啡（数码大厦Ｂ座西北）,39.9646603624005,116.317138642173,"50500",餐饮服务,咖啡厅,咖啡厅
禾谷园（三义庙北里）,39.9649110936024,116.306094205036,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
延园餐厅,39.9595267565797,116.30856751339,"50100",餐饮服务,中餐厅,中餐厅
北京理工大学第二食堂,39.9593803209729,116.306636732014,"50100",餐饮服务,中餐厅,中餐厅
Ｆｌｏｗｅｒ　Ｃａｆｅ　＆　Ｂａｒ,39.9546649639614,116.30250708849,"50201",餐饮服务,外国餐厅,西餐厅(综合风味)
燕兴大酒楼,39.9553137095561,116.302635738946,"50113",餐饮服务,中餐厅,东北菜
重庆小吃家常菜,39.9562004926818,116.300469093763,"50100",餐饮服务,中餐厅,中餐厅
宫廷香酥牛肉饼（皇苑街）,39.9570195179027,116.300436058158,"50000",餐饮服务,餐饮相关场所,餐饮相关
江汉人家,39.9571525197546,116.29985721665,"50100",餐饮服务,中餐厅,中餐厅
北京早餐,39.953670948938,116.303657804458,"50000",餐饮服务,餐饮相关场所,餐饮相关
万顺楼,39.9562675979458,116.298087871126,"50100",餐饮服务,中餐厅,中餐厅
听涛茶苑,39.9645864059596,116.298006986577,"50600",餐饮服务,茶艺馆,茶艺馆
西单酷翅,39.9636609329014,116.297127833337,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
金莎苑酒楼,39.9633927646371,116.317477029331,"50100",餐饮服务,中餐厅,中餐厅
大碗张拉面（三义庙店）,39.9633741891922,116.307167081439,"50100",餐饮服务,中餐厅,中餐厅
祖母菜馆,39.9631711778461,116.318309153782,"50100",餐饮服务,中餐厅,中餐厅
达美乐比萨（双安店）,39.9632039028661,116.318972629261,"50300",餐饮服务,快餐厅,快餐厅
弦音之家（四通桥店）,39.9631876353033,116.318591504949,"50100",餐饮服务,中餐厅,中餐厅
茗立茶艺,39.9544397716884,116.316614128839,"50600",餐饮服务,茶艺馆,茶艺馆
李先生（魏公村餐厅）,39.9550174149152,116.316788658056,"50300",餐饮服务,快餐厅,快餐厅
六和烤鸡（魏公村店）,39.9536357573022,116.312960502324,"50000",餐饮服务,餐饮相关场所,餐饮相关
阿曼尼萨汗美食城,39.95313042415,116.311557706782,"50121",餐饮服务,中餐厅,清真菜馆
参差咖啡（北京魏公村店）,39.9558974774689,116.312532178574,"50500",餐饮服务,咖啡厅,咖啡厅
竹鱼轩,39.953608735305,116.315603533217,"50102",餐饮服务,中餐厅,四川菜(川菜)
南门烤翅,39.9555089794922,116.309071912655,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
胶东海鲜大排档（魏公村店）,39.9543574482371,116.310986823698,"50119",餐饮服务,中餐厅,海鲜酒楼
渝州家厨（魏公村店）,39.9531161918791,116.311681432479,"50102",餐饮服务,中餐厅,四川菜(川菜)
乡村啤酒屋,39.9530077484594,116.310855286144,"50100",餐饮服务,中餐厅,中餐厅
金凤成祥（西三环北路辅路）,39.9549596737831,116.302663725109,"50800",餐饮服务,糕饼店,糕饼店
盛华餐厅,39.9561255200145,116.30045513163,"50113",餐饮服务,中餐厅,东北菜
北京外国语大学教工餐厅,39.9539129496867,116.310194637276,"50100",餐饮服务,中餐厅,中餐厅
巫山烤全鱼,39.9555091445122,116.308983107752,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
稻香村,39.9533511583854,116.313282813497,"50800",餐饮服务,糕饼店,糕饼店
咕咕派（北外店）,39.9536218459174,116.312384795752,"50000",餐饮服务,餐饮相关场所,餐饮相关
李先生（苏州桥餐厅）,39.9657028440704,116.302328073044,"50300",餐饮服务,快餐厅,快餐厅
中国人民大学南区食堂八百碗餐厅,39.9671972026851,116.305435330428,"50100",餐饮服务,中餐厅,中餐厅
嘉和一品粥（双安店）,39.9671329849631,116.318848417679,"50118",餐饮服务,中餐厅,特色/地方风味餐厅
吉野家（双榆树店）,39.9668431792149,116.319794283732,"50309",餐饮服务,快餐厅,吉野家
江氏兄弟桥香园过桥米线（双榆树店）,39.9670024969906,116.319625650847,"50114",餐饮服务,中餐厅,云贵菜
中国人民大学西区食堂全日餐厅,39.967886190305,116.301517476303,"50100",餐饮服务,中餐厅,中餐厅
小渔村,39.9671051615509,116.300410842008,"50119",餐饮服务,中餐厅,海鲜酒楼
金吉泰鑫餐厅,39.9670344312409,116.317575344729,"50108",餐饮服务,中餐厅,湖南菜(湘菜)
